origen,prueba_desde,tarea,H,metodo,semilla,mase_medio,mase_mediano,mase_rel_medio,mase_rel_mediano,ic95,n_series,n_entrena,n_prueba,epocas,mejor_epoca,grad_inicio,grad_final,parametro
3,2022-01-24,magnitud,10,"GARCH(1,1) agrupado",,1.3241422176361084,1.3052488565444946,1.0100561380386353,1.0051029920578003,0.0050873302084920745,274,127326,6302,,,,,0.5229
3,2022-01-24,magnitud,10,regresion agrupada (L2),,1.306875228881836,1.292419672012329,1.0001461505889893,1.0004819631576538,0.003095534036928216,274,127326,6302,,,,,
3,2022-01-24,magnitud,10,regresion agrupada (L1),,1.2850580215454102,1.272451639175415,0.9824099540710449,0.9826500415802002,0.002460414167231808,274,127326,6302,,,,,
3,2022-01-24,magnitud,20,volatilidad reciente,,1.3009756803512573,1.293707013130188,1.0,1.0,0.0,274,126778,5754,,,,,
3,2022-01-24,magnitud,20,mediana de la ventana,,1.295617938041687,1.2893271446228027,0.9956961274147034,0.9974546432495117,0.002726460141570638,274,126778,5754,,,,,
3,2022-01-24,magnitud,20,media reescalada (c global),,1.306091070175171,1.3051705360412598,1.003777265548706,1.0040854215621948,0.0036411726018784393,274,126778,5754,,,,,0.7172
3,2022-01-24,magnitud,20,media reescalada (c por serie),,1.3072348833084106,1.2990608215332031,1.0046199560165405,1.0020908117294312,0.003767944516438303,274,126778,5754,,,,,
3,2022-01-24,magnitud,20,EWMA RiskMetrics,,1.3088570833206177,1.3012953996658325,1.005956768989563,1.0047926902770996,0.0031869631755394525,274,126778,5754,,,,,0.7233
3,2022-01-24,magnitud,20,EWMA ajustado,,1.3070549964904785,1.2992892265319824,1.004565715789795,1.0022908449172974,0.003191515773027161,274,126778,5754,,,,,0.95
3,2022-01-24,magnitud,20,HAR,,1.2958990335464478,1.288726568222046,0.9960277080535889,0.9942336082458496,0.0025932573370403707,274,126778,5754,,,,,
3,2022-01-24,magnitud,20,"GARCH(1,1) agrupado",,1.345545768737793,1.327526330947876,1.0314936637878418,1.021413803100586,0.0059439306039282165,274,126778,5754,,,,,0.5096
3,2022-01-24,magnitud,20,regresion agrupada (L2),,1.3068128824234009,1.3038692474365234,1.0055454969406128,1.0042595863342285,0.0028020513991398044,274,126778,5754,,,,,
3,2022-01-24,magnitud,20,regresion agrupada (L1),,1.291437029838562,1.2834405899047852,0.9927471876144409,0.9928392171859741,0.0024993031035746138,274,126778,5754,,,,,
4,2022-07-26,magnitud,1,volatilidad reciente,,1.3253692388534546,1.2792761325836182,1.0,1.0,0.0,274,134724,6576,,,,,
4,2022-07-26,magnitud,1,mediana de la ventana,,1.2767443656921387,1.2351841926574707,0.9624302983283997,0.9653623700141907,0.0069915348454963255,274,134724,6576,,,,,
4,2022-07-26,magnitud,1,media reescalada (c global),,1.2685962915420532,1.2428765296936035,0.9562507271766663,0.9531722068786621,0.00804164932841981,274,134724,6576,,,,,0.7449
4,2022-07-26,magnitud,1,media reescalada (c por serie),,1.2689878940582275,1.236912727355957,0.9566320776939392,0.95384681224823,0.00821362044087559,274,134724,6576,,,,,
4,2022-07-26,magnitud,1,EWMA RiskMetrics,,1.267771601676941,1.2248694896697998,0.9560948014259338,0.9542117118835449,0.009031159734410665,274,134724,6576,,,,,0.7521
4,2022-07-26,magnitud,1,EWMA ajustado,,1.2689489126205444,1.2277348041534424,0.9571052193641663,0.9564104676246643,0.009261251238699746,274,134724,6576,,,,,0.93
4,2022-07-26,magnitud,1,HAR,,1.2687374353408813,1.2328296899795532,0.9573360085487366,0.9485543966293335,0.011263179747210148,274,134724,6576,,,,,
4,2022-07-26,magnitud,1,"GARCH(1,1) agrupado",,1.2838560342788696,1.250556468963623,0.9686118960380554,0.9608854055404663,0.012051651193025982,274,134724,6576,,,,,0.5454
4,2022-07-26,magnitud,1,regresion agrupada (L2),,1.29497492313385,1.252142310142517,0.9784566164016724,0.9800034761428833,0.00803752365650599,274,134724,6576,,,,,
4,2022-07-26,magnitud,1,regresion agrupada (L1),,1.2801142930984497,1.2492599487304688,0.9661112427711487,0.9606366157531738,0.010257688776564232,274,134724,6576,,,,,
4,2022-07-26,magnitud,5,volatilidad reciente,,1.263506293296814,1.2634527683258057,1.0,1.0,0.0,274,134724,6576,,,,,
4,2022-07-26,magnitud,5,mediana de la ventana,,1.2030175924301147,1.2035799026489258,0.9523415565490723,0.9541727304458618,0.003208393399009328,274,134724,6576,,,,,
4,2022-07-26,magnitud,5,media reescalada (c global),,1.1926279067993164,1.1931629180908203,0.9441385865211487,0.9450517892837524,0.003228402412674721,274,134724,6576,,,,,0.7341
4,2022-07-26,magnitud,5,media reescalada (c por serie),,1.192732334136963,1.1901158094406128,0.9443112015724182,0.9458303451538086,0.003253755760342814,274,134724,6576,,,,,
4,2022-07-26,magnitud,5,EWMA RiskMetrics,,1.1839617490768433,1.185065746307373,0.9372938275337219,0.935609757900238,0.00365750222376339,274,134724,6576,,,,,0.7471
4,2022-07-26,magnitud,5,EWMA ajustado,,1.1845765113830566,1.1872210502624512,0.9377918243408203,0.9360745549201965,0.003760309142719113,274,134724,6576,,,,,0.93
4,2022-07-26,magnitud,5,HAR,,1.1814098358154297,1.177924394607544,0.9356188178062439,0.9341868162155151,0.003790278552825804,274,134724,6576,,,,,
4,2022-07-26,magnitud,5,"GARCH(1,1) agrupado",,1.2013509273529053,1.1901519298553467,0.9501146674156189,0.9458641409873962,0.004893447934268369,274,134724,6576,,,,,0.5348
4,2022-07-26,magnitud,5,regresion agrupada (L2),,1.2311853170394897,1.2251691818237305,0.9756011962890625,0.9796440601348877,0.004394086796220124,274,134724,6576,,,,,
4,2022-07-26,magnitud,5,regresion agrupada (L1),,1.1944202184677124,1.1934988498687744,0.9459038972854614,0.9472559690475464,0.0035091191431077117,274,134724,6576,,,,,
4,2022-07-26,magnitud,10,volatilidad reciente,,1.263235330581665,1.2664225101470947,1.0,1.0,0.0,274,134450,6302,,,,,
4,2022-07-26,magnitud,10,mediana de la ventana,,1.2047288417816162,1.2034146785736084,0.9537807106971741,0.9540015459060669,0.0034117951908133686,274,134450,6302,,,,,
4,2022-07-26,magnitud,10,media reescalada (c global),,1.1939904689788818,1.1971607208251953,0.9453177452087402,0.9462371468544006,0.00342213817738414,274,134450,6302,,,,,0.7297
4,2022-07-26,magnitud,10,media reescalada (c por serie),,1.1942307949066162,1.1972248554229736,0.9455952048301697,0.9460647106170654,0.0034484725311548048,274,134450,6302,,,,,
4,2022-07-26,magnitud,10,EWMA RiskMetrics,,1.1879909038543701,1.1876132488250732,0.9405585527420044,0.9391422271728516,0.0037029528058796723,274,134450,6302,,,,,0.7389
4,2022-07-26,magnitud,10,EWMA ajustado,,1.1879909038543701,1.1876132488250732,0.9405585527420044,0.9391422271728516,0.0037029528058796723,274,134450,6302,,,,,0.94
4,2022-07-26,magnitud,10,HAR,,1.1832419633865356,1.1869752407073975,0.9372256994247437,0.9364215731620789,0.00354253253953871,274,134450,6302,,,,,
4,2022-07-26,magnitud,10,"GARCH(1,1) agrupado",,1.2074236869812012,1.1947920322418213,0.9547475576400757,0.9534763097763062,0.0050883573504632,274,134450,6302,,,,,0.5249
4,2022-07-26,magnitud,10,regresion agrupada (L2),,1.2259173393249512,1.2266051769256592,0.971595048904419,0.9748165607452393,0.004028731226814987,274,134450,6302,,,,,
4,2022-07-26,magnitud,10,regresion agrupada (L1),,1.1972322463989258,1.194501280784607,0.948329508304596,0.9505443572998047,0.0032628519531975385,274,134450,6302,,,,,
4,2022-07-26,magnitud,20,volatilidad reciente,,1.265655755996704,1.2605643272399902,1.0,1.0,0.0,274,133902,5754,,,,,
4,2022-07-26,magnitud,20,mediana de la ventana,,1.2109332084655762,1.2086554765701294,0.9569021463394165,0.9576365351676941,0.0037462374777571033,274,133902,5754,,,,,
4,2022-07-26,magnitud,20,media reescalada (c global),,1.1998759508132935,1.1989916563034058,0.9481766819953918,0.9491249918937683,0.0037667944955197116,274,133902,5754,,,,,0.7218
4,2022-07-26,magnitud,20,media reescalada (c por serie),,1.200258731842041,1.202562928199768,0.9485570788383484,0.9485113620758057,0.00378812389523782,274,133902,5754,,,,,
4,2022-07-26,magnitud,20,EWMA RiskMetrics,,1.2000329494476318,1.1987786293029785,0.9482297301292419,0.9494407176971436,0.0037742752578159913,274,133902,5754,,,,,0.7265
4,2022-07-26,magnitud,20,EWMA ajustado,,1.1984738111495972,1.1935644149780273,0.9470095634460449,0.9494169354438782,0.0037020172604866025,274,133902,5754,,,,,0.96
4,2022-07-26,magnitud,20,HAR,,1.1925644874572754,1.1933677196502686,0.9427741765975952,0.9438245296478271,0.0033365966507594553,274,133902,5754,,,,,
4,2022-07-26,magnitud,20,"GARCH(1,1) agrupado",,1.2204228639602661,1.2061786651611328,0.9627571702003479,0.9616815447807312,0.005472942349881675,274,133902,5754,,,,,0.5122
4,2022-07-26,magnitud,20,regresion agrupada (L2),,1.223474383354187,1.2221286296844482,0.9678674340248108,0.9721405506134033,0.0034766374661684882,274,133902,5754,,,,,
4,2022-07-26,magnitud,20,regresion agrupada (L1),,1.2035753726959229,1.1997499465942383,0.9516111612319946,0.9538642764091492,0.003044490212172059,274,133902,5754,,,,,
5,2023-01-25,magnitud,1,volatilidad reciente,,0.9895904064178467,0.9479873180389404,1.0,1.0,0.0,274,141574,6850,,,,,
5,2023-01-25,magnitud,1,mediana de la ventana,,0.9624542593955994,0.936998724937439,0.9737688899040222,0.9778271317481995,0.008424525725330662,274,141574,6850,,,,,
